date,tournament,surface,round,winner,loser,pin_winner_odds,pin_loser_odds,model_winner_prob,model_winner_odds,model_loser_odds,model_pick,model_pick_prob,model_pick_odds,pin_pick_odds,clv_pick,model_correct,pick_won
2024-12-29,ASB Classic,Hard,1st Round,Tauson C.,Stefanini L.,1.52,2.67,0.745,1.342281879194631,3.9215686274509802,Tauson C.,0.745,1.342281879194631,1.52,8.710526315789469,True,True
2024-12-30,ASB Classic,Hard,1st Round,Marino R.,Sun L.,2.04,1.84,0.47600000000000003,2.1008403361344534,1.9083969465648853,Sun L.,0.524,1.9083969465648853,1.84,-1.9478260869565167,False,False
2024-12-30,ASB Classic,Hard,1st Round,Pera B.,Jimenez Kasintseva V.,1.63,2.39,0.53,1.8867924528301885,2.127659574468085,Pera B.,0.53,1.8867924528301885,1.63,-8.34969325153374,True,True
2024-12-31,ASB Classic,Hard,1st Round,Keys M.,Bronzetti L.,1.22,4.64,0.627,1.594896331738437,2.680965147453083,Keys M.,0.627,1.594896331738437,1.22,-19.2672131147541,True,True
2024-12-31,ASB Classic,Hard,1st Round,Parks A.,Anisimova A.,3.39,1.35,0.214,4.672897196261682,1.272264631043257,Anisimova A.,0.7859999999999999,1.272264631043257,1.35,4.525925925925922,False,False
2024-12-31,ASB Classic,Hard,2nd Round,Pera B.,Marino R.,1.71,2.22,0.426,2.347417840375587,1.7421602787456447,Marino R.,0.574,1.7421602787456447,2.22,12.354954954954955,False,False
2025-01-01,ASB Classic,Hard,2nd Round,Osaka N.,Grabher J.,1.04,15.14,0.907,1.1025358324145533,10.75268817204301,Osaka N.,0.907,1.1025358324145533,1.04,-5.4538461538461425,True,True
2025-01-01,ASB Classic,Hard,2nd Round,Tauson C.,Kenin S.,1.74,2.19,0.647,1.5455950540958268,2.8328611898017,Tauson C.,0.647,1.5455950540958268,1.74,7.228735632183914,True,True
2025-01-01,ASB Classic,Hard,2nd Round,Volynets K.,Li A.,1.78,2.13,0.447,2.237136465324385,1.8083182640144668,Li A.,0.5529999999999999,1.8083182640144668,2.13,8.351643192488256,False,False
2025-01-02,ASB Classic,Hard,2nd Round,Keys M.,Cristian J.,1.19,5.14,0.622,1.607717041800643,2.645502645502646,Keys M.,0.622,1.607717041800643,1.19,-21.833613445378152,True,True
2025-01-02,ASB Classic,Hard,2nd Round,Montgomery R.,Hibino N.,1.73,2.19,0.542,1.8450184501845017,2.183406113537118,Montgomery R.,0.542,1.8450184501845017,1.73,-3.6034682080924862,True,True
2025-01-02,ASB Classic,Hard,2nd Round,Parks A.,Minnen G.,1.97,1.9,0.40700000000000003,2.457002457002457,1.6863406408094437,Minnen G.,0.593,1.6863406408094437,1.9,6.6684210526315795,False,False
2025-01-02,ASB Classic,Hard,Quarterfinals,Montgomery R.,Pera B.,2.15,1.79,0.5539999999999999,1.8050541516245489,2.242152466367713,Montgomery R.,0.5539999999999999,1.8050541516245489,2.15,8.88837209302325,True,True
2025-01-03,ASB Classic,Hard,Quarterfinals,Osaka N.,Baptiste H.,1.27,4.14,0.703,1.4224751066856332,3.367003367003367,Osaka N.,0.703,1.4224751066856332,1.27,-8.440157480314959,True,True
2025-01-03,ASB Classic,Hard,Quarterfinals,Tauson C.,Keys M.,3.47,1.36,0.479,2.0876826722338206,1.9193857965451055,Keys M.,0.521,1.9193857965451055,1.36,-21.429411764705875,False,False
2025-01-03,ASB Classic,Hard,Quarterfinals,Parks A.,Volynets K.,2.05,1.86,0.35700000000000004,2.8011204481792715,1.5552099533437014,Volynets K.,0.643,1.5552099533437014,1.86,10.536559139784952,False,False
2025-01-04,ASB Classic,Hard,Semifinals,Tauson C.,Montgomery R.,1.41,3.1,0.662,1.510574018126888,2.958579881656805,Tauson C.,0.662,1.510574018126888,1.41,-4.721985815602836,True,True
2025-01-04,ASB Classic,Hard,Semifinals,Osaka N.,Parks A.,1.23,4.57,0.76,1.3157894736842106,4.166666666666667,Osaka N.,0.76,1.3157894736842106,1.23,-5.300813008130079,True,True
2024-12-29,Brisbane International,Hard,1st Round,Lamens S.,Rakhimova K.,1.87,2.0,0.433,2.3094688221709005,1.763668430335097,Rakhimova K.,0.5670000000000001,1.763668430335097,2.0,6.700000000000006,False,False
2024-12-29,Brisbane International,Hard,1st Round,Krueger A.,Uchijima M.,1.31,3.7,0.515,1.941747572815534,2.061855670103093,Krueger A.,0.515,1.941747572815534,1.31,-24.835877862595414,True,True
2024-12-29,Brisbane International,Hard,1st Round,Joint M.,Inglis M.,1.65,2.34,0.535,1.8691588785046729,2.150537634408602,Joint M.,0.535,1.8691588785046729,1.65,-7.106060606060605,True,True
2024-12-29,Brisbane International,Hard,1st Round,Zarazua R.,Tomova V.,1.72,2.21,0.644,1.5527950310559007,2.8089887640449436,Zarazua R.,0.644,1.5527950310559007,1.72,6.260465116279068,True,True
2024-12-29,Brisbane International,Hard,1st Round,Avanesyan E.,Sramkova R.,2.08,1.81,0.484,2.066115702479339,1.937984496124031,Sramkova R.,0.516,1.937984496124031,1.81,-3.6486187845303886,False,False
2024-12-29,Brisbane International,Hard,1st Round,Blinkova A.,Bejlek S.,2.29,1.68,0.267,3.745318352059925,1.364256480218281,Bejlek S.,0.733,1.364256480218281,1.68,13.776190476190475,False,False
2024-12-29,Brisbane International,Hard,1st Round,Bouzkova M.,Gibson T.,1.23,4.56,0.5429999999999999,1.841620626151013,2.1881838074398248,Bouzkova M.,0.5429999999999999,1.841620626151013,1.23,-27.000813008130088,True,True
2024-12-29,Brisbane International,Hard,1st Round,Kessler M.,Linette M.,2.12,1.78,0.562,1.779359430604982,2.2831050228310503,Kessler M.,0.562,1.779359430604982,2.12,9.030188679245294,True,True
2024-12-30,Brisbane International,Hard,1st Round,Birrell K.,Hon P.,1.99,1.88,0.484,2.066115702479339,1.937984496124031,Hon P.,0.516,1.937984496124031,1.88,-1.5914893617021253,False,False
2024-12-30,Brisbane International,Hard,1st Round,Stearns P.,Kudermetova V.,1.99,1.88,0.414,2.4154589371980677,1.7064846416382253,Kudermetova V.,0.586,1.7064846416382253,1.88,5.408510638297869,False,False
2024-12-30,Brisbane International,Hard,1st Round,Yuan Y.,Rus A.,1.6,2.44,0.648,1.5432098765432098,2.840909090909091,Yuan Y.,0.648,1.5432098765432098,1.6,2.300000000000002,True,True
2024-12-31,Brisbane International,Hard,2nd Round,Avanesyan E.,Badosa P.,3.88,1.29,0.41600000000000004,2.4038461538461537,1.7123287671232879,Badosa P.,0.584,1.7123287671232879,1.29,-19.119379844961237,False,False
2024-12-31,Brisbane International,Hard,2nd Round,Putintseva Y.,Kessler M.,1.44,2.93,0.45,2.2222222222222223,1.8181818181818181,Kessler M.,0.55,1.8181818181818181,2.93,20.870307167235502,False,False
2024-12-31,Brisbane International,Hard,2nd Round,Krueger A.,Kalinskaya A.,2.36,1.64,0.36,2.7777777777777777,1.5625,Kalinskaya A.,0.64,1.5625,1.64,3.0243902439024417,False,False
2024-12-31,Brisbane International,Hard,2nd Round,Sabalenka A.,Zarazua R.,1.04,15.53,0.7509999999999999,1.3315579227696406,4.016064257028113,Sabalenka A.,0.7509999999999999,1.3315579227696406,1.04,-21.053846153846155,True,True
2024-12-31,Brisbane International,Hard,2nd Round,Andreeva M.,Blinkova A.,1.24,4.46,0.8320000000000001,1.2019230769230769,5.952380952380952,Andreeva M.,0.8320000000000001,1.2019230769230769,1.24,2.5548387096774205,True,True
2024-12-31,Brisbane International,Hard,2nd Round,Bouzkova M.,Ostapenko J.,1.58,2.49,0.613,1.6313213703099512,2.5839793281653747,Bouzkova M.,0.613,1.6313213703099512,1.58,-1.9911392405063233,True,True
2024-12-31,Brisbane International,Hard,2nd Round,Jabeur O.,Alexandrova E.,2.08,1.81,0.435,2.2988505747126435,1.7699115044247788,Alexandrova E.,0.565,1.7699115044247788,1.81,1.2513812154696047,False,False
2024-12-31,Brisbane International,Hard,2nd Round,Kalinina A.,Shnaider D.,5.75,1.16,0.375,2.6666666666666665,1.6,Shnaider D.,0.625,1.6,1.16,-23.706896551724142,False,False
2025-01-01,Brisbane International,Hard,2nd Round,Birrell K.,Navarro E.,4.77,1.21,0.303,3.3003300330033003,1.4347202295552366,Navarro E.,0.6970000000000001,1.4347202295552366,1.21,-12.94462809917355,False,False
2025-01-01,Brisbane International,Hard,2nd Round,Kudermetova P.,Samsonova L.,2.29,1.68,0.38,2.6315789473684212,1.6129032258064517,Samsonova L.,0.62,1.6129032258064517,1.68,2.4761904761904763,False,False
2025-01-01,Brisbane International,Hard,2nd Round,Kasatkina D.,Stearns P.,1.77,2.13,0.506,1.976284584980237,2.0242914979757085,Kasatkina D.,0.506,1.976284584980237,1.77,-5.897175141242938,True,True
2025-01-01,Brisbane International,Hard,2nd Round,Potapova A.,Yastremska D.,1.56,2.54,0.569,1.7574692442882252,2.320185614849188,Potapova A.,0.569,1.7574692442882252,1.56,-7.202564102564102,True,True
2025-01-01,Brisbane International,Hard,2nd Round,Lamens S.,Frech M.,2.32,1.66,0.35,2.857142857142857,1.5384615384615383,Frech M.,0.65,1.5384615384615383,1.66,4.75903614457831,False,False
2025-01-01,Brisbane International,Hard,2nd Round,Yuan Y.,Kostyuk M.,2.52,1.57,0.355,2.8169014084507045,1.5503875968992247,Kostyuk M.,0.645,1.5503875968992247,1.57,0.8057324840764379,False,False
2025-01-01,Brisbane International,Hard,2nd Round,Azarenka V.,Joint M.,1.42,3.04,0.624,1.6025641025641026,2.6595744680851063,Azarenka V.,0.624,1.6025641025641026,1.42,-8.022535211267613,True,True
2025-01-02,Brisbane International,Hard,3rd Round,Birrell K.,Potapova A.,2.55,1.57,0.363,2.7548209366391188,1.5698587127158556,Potapova A.,0.637,1.5698587127158556,1.57,0.005732484076437228,False,False
2025-01-02,Brisbane International,Hard,3rd Round,Krueger A.,Lamens S.,1.64,2.38,0.542,1.8450184501845017,2.183406113537118,Krueger A.,0.542,1.8450184501845017,1.64,-6.7756097560975554,True,True
2025-01-02,Brisbane International,Hard,3rd Round,Kudermetova P.,Kasatkina D.,2.51,1.58,0.433,2.3094688221709005,1.763668430335097,Kasatkina D.,0.5670000000000001,1.763668430335097,1.58,-6.591139240506316,False,False
2025-01-02,Brisbane International,Hard,3rd Round,Kalinina A.,Yuan Y.,2.22,1.73,0.455,2.1978021978021975,1.8348623853211008,Yuan Y.,0.545,1.8348623853211008,1.73,-3.303468208092486,False,False
2025-01-02,Brisbane International,Hard,3rd Round,Andreeva M.,Noskova L.,1.57,2.54,0.706,1.41643059490085,3.4013605442176873,Andreeva M.,0.706,1.41643059490085,1.57,6.905732484076433,True,True
2025-01-02,Brisbane International,Hard,3rd Round,Jabeur O.,Avanesyan E.,1.77,2.16,0.657,1.5220700152207,2.915451895043732,Jabeur O.,0.657,1.5220700152207,1.77,9.202824858757063,True,True
2025-01-02,Brisbane International,Hard,3rd Round,Bouzkova M.,Azarenka V.,2.17,1.76,0.517,1.9342359767891681,2.070393374741201,Bouzkova M.,0.517,1.9342359767891681,2.17,5.617050691244241,True,True
2025-01-02,Brisbane International,Hard,3rd Round,Sabalenka A.,Putintseva Y.,1.17,5.74,0.73,1.36986301369863,3.7037037037037033,Sabalenka A.,0.73,1.36986301369863,1.17,-12.470085470085479,True,True
2025-01-03,Brisbane International,Hard,Quarterfinals,Kalinina A.,Birrell K.,1.74,2.23,0.511,1.9569471624266144,2.044989775051125,Kalinina A.,0.511,1.9569471624266144,1.74,-6.371264367816087,True,True
2025-01-03,Brisbane International,Hard,Quarterfinals,Andreeva M.,Jabeur O.,1.29,4.02,0.7020000000000001,1.4245014245014245,3.3557046979865772,Andreeva M.,0.7020000000000001,1.4245014245014245,1.29,-7.319379844961227,True,True
2025-01-03,Brisbane International,Hard,Quarterfinals,Kudermetova P.,Krueger A.,2.64,1.55,0.522,1.9157088122605364,2.092050209205021,Kudermetova P.,0.522,1.9157088122605364,2.64,14.321212121212124,True,True
2025-01-03,Brisbane International,Hard,Quarterfinals,Sabalenka A.,Bouzkova M.,1.1,8.69,0.725,1.3793103448275863,3.6363636363636362,Sabalenka A.,0.725,1.3793103448275863,1.1,-18.409090909090907,True,True
2025-01-04,Brisbane International,Hard,Semifinals,Kudermetova P.,Kalinina A.,2.07,1.85,0.488,2.0491803278688523,1.953125,Kalinina A.,0.512,1.953125,1.85,-2.854054054054045,False,False
2025-01-04,Brisbane International,Hard,Semifinals,Sabalenka A.,Andreeva M.,1.4,3.24,0.5710000000000001,1.7513134851138352,2.331002331002331,Sabalenka A.,0.5710000000000001,1.7513134851138352,1.4,-14.328571428571424,True,True
2025-01-05,Brisbane International,Hard,The Final,Sabalenka A.,Kudermetova P.,1.07,12.14,0.799,1.2515644555694618,4.975124378109452,Sabalenka A.,0.799,1.2515644555694618,1.07,-13.55794392523364,True,True
2025-01-06,Adelaide International,Hard,1st Round,Putintseva Y.,Vekic D.,1.73,2.19,0.535,1.8691588785046729,2.150537634408602,Putintseva Y.,0.535,1.8691588785046729,1.73,-4.303468208092487,True,True
2025-01-06,Adelaide International,Hard,1st Round,Kasatkina D.,Gadecki O.,1.32,3.63,0.5920000000000001,1.689189189189189,2.450980392156863,Kasatkina D.,0.5920000000000001,1.689189189189189,1.32,-16.557575757575748,True,True
2025-01-06,Adelaide International,Hard,1st Round,Vondrousova M.,Pavlyuchenkova A.,1.85,2.03,0.6409999999999999,1.5600624024961,2.785515320334262,Vondrousova M.,0.6409999999999999,1.5600624024961,1.85,10.045945945945945,True,True
2025-01-06,Adelaide International,Hard,1st Round,Badosa P.,Stearns P.,1.52,2.65,0.5429999999999999,1.841620626151013,2.1881838074398248,Badosa P.,0.5429999999999999,1.841620626151013,1.52,-11.489473684210537,True,True
2025-01-07,Adelaide International,Hard,1st Round,Keys M.,Haddad Maia B.,1.48,2.8,0.664,1.506024096385542,2.976190476190476,Keys M.,0.664,1.506024096385542,1.48,-1.1675675675675623,True,True
2025-01-07,Adelaide International,Hard,1st Round,Sakkari M.,Noskova L.,2.52,1.57,0.445,2.247191011235955,1.8018018018018016,Noskova L.,0.555,1.8018018018018016,1.57,-8.19426751592356,False,False
2025-01-07,Adelaide International,Hard,1st Round,Samsonova L.,Bouzkova M.,2.05,1.83,0.467,2.141327623126338,1.8761726078799252,Bouzkova M.,0.5329999999999999,1.8761726078799252,1.83,-1.3448087431694011,False,False
2025-01-07,Adelaide International,Hard,1st Round,Ostapenko J.,Frech M.,1.72,2.21,0.47100000000000003,2.1231422505307855,1.8903591682419658,Frech M.,0.529,1.8903591682419658,2.21,7.651131221719459,False,False
2025-01-07,Adelaide International,Hard,1st Round,Shnaider D.,Siniakova K.,1.51,2.68,0.516,1.937984496124031,2.066115702479339,Shnaider D.,0.516,1.937984496124031,1.51,-14.62516556291391,True,True
2025-01-07,Adelaide International,Hard,1st Round,Krueger A.,Kostyuk M.,2.06,1.83,0.249,4.016064257028113,1.3315579227696406,Kostyuk M.,0.7509999999999999,1.3315579227696406,1.83,20.455191256830595,False,False
2025-01-07,Adelaide International,Hard,1st Round,Jabeur O.,Collins D.,1.8,2.09,0.634,1.5772870662460567,2.73224043715847,Jabeur O.,0.634,1.5772870662460567,1.8,7.844444444444443,True,True
2025-01-08,Adelaide International,Hard,2nd Round,Navarro E.,Alexandrova E.,1.68,2.3,0.518,1.9305019305019304,2.0746887966804977,Navarro E.,0.518,1.9305019305019304,1.68,-7.723809523809521,True,True
2025-01-08,Adelaide International,Hard,2nd Round,Pegula J.,Sakkari M.,1.64,2.38,0.763,1.310615989515072,4.219409282700422,Pegula J.,0.763,1.310615989515072,1.64,15.324390243902442,True,True
2025-01-08,Adelaide International,Hard,2nd Round,Samsonova L.,Bencic B.,2.64,1.54,0.373,2.680965147453083,1.594896331738437,Bencic B.,0.627,1.594896331738437,1.54,-2.2350649350649343,False,False
2025-01-08,Adelaide International,Hard,2nd Round,Krueger A.,Badosa P.,2.89,1.46,0.353,2.8328611898017,1.5455950540958268,Badosa P.,0.647,1.5455950540958268,1.46,-3.793150684931501,False,False
2025-01-08,Adelaide International,Hard,2nd Round,Keys M.,Ostapenko J.,1.34,3.56,0.648,1.5432098765432098,2.840909090909091,Keys M.,0.648,1.5432098765432098,1.34,-9.826865671641782,True,True
2025-01-08,Adelaide International,Hard,2nd Round,Putintseva Y.,Jabeur O.,1.77,2.16,0.47200000000000003,2.11864406779661,1.8939393939393938,Jabeur O.,0.528,1.8939393939393938,2.16,6.503703703703712,False,False
2025-01-08,Adelaide International,Hard,2nd Round,Kasatkina D.,Jones E.,1.19,5.34,0.528,1.8939393939393938,2.11864406779661,Kasatkina D.,0.528,1.8939393939393938,1.19,-31.23361344537815,True,True
2025-01-09,Adelaide International,Hard,Quarterfinals,Samsonova L.,Navarro E.,2.28,1.71,0.42,2.380952380952381,1.7241379310344829,Navarro E.,0.58,1.7241379310344829,1.71,-0.4795321637426908,False,False
2025-01-09,Adelaide International,Hard,Quarterfinals,Keys M.,Kasatkina D.,1.52,2.73,0.614,1.6286644951140066,2.5906735751295336,Keys M.,0.614,1.6286644951140066,1.52,-4.389473684210532,True,True
2025-01-09,Adelaide International,Hard,Quarterfinals,Putintseva Y.,Shnaider D.,1.73,2.24,0.45299999999999996,2.207505518763797,1.8281535648994514,Shnaider D.,0.547,1.8281535648994514,2.24,10.057142857142864,False,False
2025-01-10,Adelaide International,Hard,Semifinals,Pegula J.,Putintseva Y.,1.6,2.5,0.745,1.342281879194631,3.9215686274509802,Pegula J.,0.745,1.342281879194631,1.6,12.0,True,True
2025-01-11,Adelaide International,Hard,The Final,Keys M.,Pegula J.,1.9,2.01,0.326,3.067484662576687,1.4836795252225519,Pegula J.,0.674,1.4836795252225519,2.01,17.64875621890547,False,False
2025-01-06,Hobart International,Hard,1st Round,Kessler M.,Sramkova R.,1.85,2.02,0.599,1.669449081803005,2.4937655860349124,Kessler M.,0.599,1.669449081803005,1.85,5.845945945945951,True,True
2025-01-06,Hobart International,Hard,1st Round,Bondar A.,Sherif M.,2.07,1.82,0.7090000000000001,1.4104372355430181,3.4364261168384878,Bondar A.,0.7090000000000001,1.4104372355430181,2.07,22.59082125603865,True,True
2025-01-06,Hobart International,Hard,1st Round,Minnen G.,Tomova V.,1.57,2.51,0.632,1.5822784810126582,2.717391304347826,Minnen G.,0.632,1.5822784810126582,1.57,-0.4942675159235632,True,True
2025-01-06,Hobart International,Hard,1st Round,Kudermetova V.,Cocciaretto E.,1.63,2.38,0.583,1.7152658662092626,2.398081534772182,Kudermetova V.,0.583,1.7152658662092626,1.63,-3.049693251533747,True,True
2025-01-07,Hobart International,Hard,1st Round,Blinkova A.,Pera B.,1.97,1.89,0.524,1.9083969465648853,2.1008403361344534,Blinkova A.,0.524,1.9083969465648853,1.97,1.638578680203051,True,True
2025-01-07,Hobart International,Hard,1st Round,Yastremska D.,Volynets K.,2.36,1.64,0.461,2.1691973969631237,1.8552875695732838,Volynets K.,0.539,1.8552875695732838,1.64,-7.075609756097556,False,False
2025-01-07,Hobart International,Hard,1st Round,Kenin S.,Sun L.,1.48,2.79,0.46799999999999997,2.1367521367521367,1.8796992481203008,Sun L.,0.532,1.8796992481203008,2.79,17.357706093189968,False,False
2025-01-07,Hobart International,Hard,1st Round,Joint M.,Danilovic O.,1.99,1.88,0.48,2.0833333333333335,1.923076923076923,Danilovic O.,0.52,1.923076923076923,1.88,-1.191489361702125,False,False
2025-01-07,Hobart International,Hard,1st Round,Linette M.,Gracheva V.,1.38,3.22,0.568,1.7605633802816902,2.3148148148148144,Linette M.,0.568,1.7605633802816902,1.38,-15.663768115942045,True,True
2025-01-07,Hobart International,Hard,1st Round,Zarazua R.,Bronzetti L.,1.91,1.94,0.604,1.6556291390728477,2.525252525252525,Zarazua R.,0.604,1.6556291390728477,1.91,8.04397905759162,True,True
2025-01-07,Hobart International,Hard,1st Round,Anisimova A.,Saville D.,1.29,3.83,0.765,1.3071895424836601,4.25531914893617,Anisimova A.,0.765,1.3071895424836601,1.29,-1.0193798449612324,True,True
2025-01-08,Hobart International,Hard,2nd Round,Kenin S.,Blinkova A.,1.64,2.38,0.583,1.7152658662092626,2.398081534772182,Kenin S.,0.583,1.7152658662092626,1.64,-2.6756097560975634,True,True
2025-01-08,Hobart International,Hard,2nd Round,Joint M.,Linette M.,1.98,1.91,0.45799999999999996,2.183406113537118,1.8450184501845017,Linette M.,0.542,1.8450184501845017,1.91,1.843979057591627,False,False
2025-01-08,Hobart International,Hard,2nd Round,Avanesyan E.,Minnen G.,1.57,2.55,0.451,2.2172949002217295,1.8214936247723135,Minnen G.,0.5489999999999999,1.8214936247723135,2.55,15.684313725490185,False,False
2025-01-08,Hobart International,Hard,2nd Round,Yastremska D.,Li A.,2.34,1.66,0.42200000000000004,2.3696682464454972,1.7301038062283738,Li A.,0.578,1.7301038062283738,1.66,-2.440963855421696,False,False
2025-01-08,Hobart International,Hard,2nd Round,Anisimova A.,Bondar A.,1.22,4.7,0.746,1.3404825737265416,3.937007874015748,Anisimova A.,0.746,1.3404825737265416,1.22,-7.367213114754101,True,True
2025-01-08,Hobart International,Hard,2nd Round,Mertens E.,Zarazua R.,1.36,3.39,0.605,1.6528925619834711,2.531645569620253,Mertens E.,0.605,1.6528925619834711,1.36,-13.029411764705879,True,True
2025-01-09,Hobart International,Hard,Quarterfinals,Kessler M.,Yastremska D.,1.66,2.38,0.579,1.7271157167530227,2.375296912114014,Kessler M.,0.579,1.7271157167530227,1.66,-2.340963855421696,True,True
2025-01-09,Hobart International,Hard,Quarterfinals,Joint M.,Kenin S.,2.21,1.75,0.524,1.9083969465648853,2.1008403361344534,Joint M.,0.524,1.9083969465648853,2.21,7.151131221719459,True,True
2025-01-09,Hobart International,Hard,Quarterfinals,Mertens E.,Kudermetova V.,1.64,2.42,0.536,1.8656716417910446,2.1551724137931036,Mertens E.,0.536,1.8656716417910446,1.64,-7.375609756097557,True,True
2025-01-10,Hobart International,Hard,Semifinals,Kessler M.,Avanesyan E.,2.29,1.7,0.632,1.5822784810126582,2.717391304347826,Kessler M.,0.632,1.5822784810126582,2.29,19.53187772925764,True,True
2025-01-10,Hobart International,Hard,Semifinals,Mertens E.,Joint M.,1.63,2.43,0.6459999999999999,1.5479876160990715,2.824858757062147,Mertens E.,0.6459999999999999,1.5479876160990715,1.63,3.2503067484662473,True,True
2025-01-11,Hobart International,Hard,The Final,Kessler M.,Mertens E.,2.69,1.53,0.452,2.2123893805309733,1.8248175182481754,Mertens E.,0.5479999999999999,1.8248175182481754,1.53,-10.559477124183015,False,False
2025-01-12,Australian Open,Hard,1st Round,Andreeva M.,Bouzkova M.,1.3,3.85,0.711,1.4064697609001406,3.4602076124567476,Andreeva M.,0.711,1.4064697609001406,1.3,-5.82307692307692,True,True
2025-01-12,Australian Open,Hard,1st Round,Lamens S.,Erjavec V.,1.42,3.08,0.457,2.1881838074398248,1.841620626151013,Erjavec V.,0.5429999999999999,1.841620626151013,3.08,21.832467532467525,False,False
2025-01-12,Australian Open,Hard,1st Round,Maria T.,Pera B.,2.82,1.48,0.48700000000000004,2.0533880903490758,1.949317738791423,Pera B.,0.513,1.949317738791423,1.48,-16.267567567567564,False,False
2025-01-12,Australian Open,Hard,1st Round,Vekic D.,Parry D.,1.27,4.18,0.579,1.7271157167530227,2.375296912114014,Vekic D.,0.579,1.7271157167530227,1.27,-20.840157480314957,True,True
2025-01-12,Australian Open,Hard,1st Round,Tauson C.,Noskova L.,2.23,1.72,0.501,1.996007984031936,2.004008016032064,Tauson C.,0.501,1.996007984031936,2.23,5.256950672645738,True,True
2025-01-12,Australian Open,Hard,1st Round,Bouzas Maneiro J.,Kartal S.,2.2,1.74,0.275,3.6363636363636362,1.3793103448275863,Kartal S.,0.725,1.3793103448275863,1.74,15.02873563218391,False,False
2025-01-12,Australian Open,Hard,1st Round,Blinkova A.,Saville D.,1.5,2.77,0.519,1.9267822736030829,2.0790020790020787,Blinkova A.,0.519,1.9267822736030829,1.5,-14.766666666666662,True,True
2025-01-13,Australian Open,Hard,1st Round,Siegemund L.,Baptiste H.,2.08,1.83,0.499,2.004008016032064,1.996007984031936,Baptiste H.,0.501,1.996007984031936,1.83,-4.544808743169392,False,False
2025-01-13,Australian Open,Hard,1st Round,Samsonova L.,Rakhimova K.,1.26,4.24,0.619,1.6155088852988693,2.6246719160104988,Samsonova L.,0.619,1.6155088852988693,1.26,-17.46507936507936,True,True
2025-01-13,Australian Open,Hard,1st Round,Danilovic O.,Rus A.,1.53,2.67,0.616,1.6233766233766234,2.6041666666666665,Danilovic O.,0.616,1.6233766233766234,1.53,-3.7594771241830083,True,True
2025-01-13,Australian Open,Hard,1st Round,Gibson T.,Sonmez Z.,2.69,1.52,0.519,1.9267822736030829,2.0790020790020787,Gibson T.,0.519,1.9267822736030829,2.69,14.72527881040892,True,True
2025-01-13,Australian Open,Hard,1st Round,Sramkova R.,Volynets K.,1.91,1.98,0.44,2.272727272727273,1.7857142857142856,Volynets K.,0.56,1.7857142857142856,1.98,5.494949494949497,False,False
2025-01-13,Australian Open,Hard,1st Round,Shnaider D.,Cocciaretto E.,1.19,5.28,0.609,1.6420361247947455,2.557544757033248,Shnaider D.,0.609,1.6420361247947455,1.19,-23.133613445378153,True,True
2025-01-13,Australian Open,Hard,1st Round,Uchijima M.,Linette M.,3.22,1.39,0.37,2.7027027027027026,1.5873015873015872,Linette M.,0.63,1.5873015873015872,1.39,-8.942446043165475,False,False
2025-01-13,Australian Open,Hard,1st Round,Tomljanovic A.,Krueger A.,3.1,1.41,0.562,1.779359430604982,2.2831050228310503,Tomljanovic A.,0.562,1.779359430604982,3.1,23.941935483870974,True,True
2025-01-13,Australian Open,Hard,1st Round,Gauff C.,Kenin S.,1.06,13.1,0.66,1.5151515151515151,2.941176470588235,Gauff C.,0.66,1.5151515151515151,1.06,-28.339622641509422,True,True
2025-01-13,Australian Open,Hard,1st Round,Frech M.,Kudermetova P.,2.29,1.69,0.589,1.697792869269949,2.4330900243309,Frech M.,0.589,1.697792869269949,2.29,15.231877729257636,True,True
2025-01-13,Australian Open,Hard,1st Round,Svitolina E.,Cirstea S.,1.27,4.09,0.519,1.9267822736030829,2.0790020790020787,Svitolina E.,0.519,1.9267822736030829,1.27,-26.840157480314954,True,True
2025-01-13,Australian Open,Hard,1st Round,Bronzetti L.,Azarenka V.,3.8,1.31,0.34600000000000003,2.890173410404624,1.529051987767584,Azarenka V.,0.654,1.529051987767584,1.31,-10.935877862595412,False,False
2025-01-13,Australian Open,Hard,1st Round,Dolehide C.,Bejlek S.,2.66,1.53,0.302,3.3112582781456954,1.4326647564469914,Bejlek S.,0.698,1.4326647564469914,1.53,4.440522875816988,False,False
2025-01-13,Australian Open,Hard,1st Round,Swiatek I.,Siniakova K.,1.06,12.11,0.72,1.3888888888888888,3.571428571428571,Swiatek I.,0.72,1.3888888888888888,1.06,-22.339622641509425,True,True
2025-01-13,Australian Open,Hard,1st Round,Potapova A.,Zidansek T.,1.3,3.8,0.634,1.5772870662460567,2.73224043715847,Potapova A.,0.634,1.5772870662460567,1.3,-13.523076923076916,True,True
2025-01-13,Australian Open,Hard,1st Round,Bencic B.,Ostapenko J.,1.67,2.33,0.7090000000000001,1.4104372355430181,3.4364261168384878,Bencic B.,0.7090000000000001,1.4104372355430181,1.67,11.019760479041917,True,True
2025-01-13,Australian Open,Hard,1st Round,Pavlyuchenkova A.,Yuan Y.,1.68,2.29,0.495,2.0202020202020203,1.9801980198019802,Yuan Y.,0.505,1.9801980198019802,2.29,6.8318777292576405,False,False
2025-01-13,Australian Open,Hard,1st Round,Pegula J.,Joint M.,1.22,4.75,0.8059999999999999,1.240694789081886,5.154639175257732,Pegula J.,0.8059999999999999,1.240694789081886,1.22,-1.3672131147541067,True,True
