winner,loser,surface,actual_total,model_total,model_std,model_prob,error,abs_error
Kessler M.,McNally C.,Hard,19,24.5,5.8,0.57,5.5,5.5
Gracheva V.,Kenin S.,Hard,31,24.5,5.7,0.49700000000000005,-6.5,6.5
Krejcikova B.,Svitolina E.,Hard,27,23.9,5.9,0.32,-3.1000000000000014,3.1000000000000014
Muchova K.,Garcia C.,Hard,26,24.8,5.7,0.6759999999999999,-1.1999999999999993,1.1999999999999993
Bouzas Maneiro J.,Townsend T.,Hard,17,23.5,5.6,0.363,6.5,6.5
Alexandrova E.,Joint M.,Hard,19,24.5,5.6,0.6679999999999999,5.5,5.5
Cirstea S.,Yuan Y.,Hard,33,24.3,6.0,0.6629999999999999,-8.7,8.7
Sabalenka A.,Raducanu E.,Hard,36,24.2,5.9,0.6559999999999999,-11.8,11.8
Kalinskaya A.,Anisimova A.,Hard,22,23.9,6.0,0.312,1.8999999999999986,1.8999999999999986
Keys M.,Ito A.,Hard,16,24.5,5.9,0.617,8.5,8.5
Rybakina E.,Mertens E.,Hard,31,24.2,5.9,0.735,-6.800000000000001,6.800000000000001
Krejcikova B.,Jovic I.,Hard,27,23.9,5.6,0.4,-3.1000000000000014,3.1000000000000014
Seidel E.,Kessler M.,Hard,31,24.4,6.0,0.368,-6.600000000000001,6.600000000000001
Paolini J.,Krueger A.,Hard,20,23.5,5.6,0.779,3.5,3.5
Gracheva V.,Muchova K.,Hard,18,23.7,5.7,0.27699999999999997,5.699999999999999,5.699999999999999
Bronzetti L.,Ostapenko J.,Hard,26,24.1,5.6,0.445,-1.8999999999999986,1.8999999999999986
Kudermetova V.,Tauson C.,Hard,32,24.8,5.9,0.48200000000000004,-7.199999999999999,7.199999999999999
Linette M.,Pegula J.,Hard,31,23.5,5.7,0.235,-7.5,7.5
Rybakina E.,Keys M.,Hard,31,24.3,5.8,0.7290000000000001,-6.699999999999999,6.699999999999999
Sabalenka A.,Bouzas Maneiro J.,Hard,19,23.3,5.8,0.821,4.300000000000001,4.300000000000001
Kalinskaya A.,Alexandrova E.,Hard,29,24.3,5.6,0.42700000000000005,-4.699999999999999,4.699999999999999
Gauff C.,Bronzetti L.,Hard,18,24.0,5.8,0.64,6.0,6.0
Paolini J.,Krejcikova B.,Hard,15,23.6,5.8,0.6579999999999999,8.600000000000001,8.600000000000001
Gracheva V.,Seidel E.,Hard,22,24.3,5.8,0.526,2.3000000000000007,2.3000000000000007
Kudermetova V.,Linette M.,Hard,19,24.6,5.7,0.5479999999999999,5.600000000000001,5.600000000000001
Swiatek I.,Kalinskaya A.,Hard,19,23.3,5.8,0.76,4.300000000000001,4.300000000000001
Rybakina E.,Sabalenka A.,Hard,17,24.8,5.9,0.491,7.800000000000001,7.800000000000001
Kudermetova V.,Gracheva V.,Hard,15,24.2,5.6,0.617,9.2,9.2
Paolini J.,Gauff C.,Hard,27,24.0,5.6,0.53,-3.0,3.0
Swiatek I.,Rybakina E.,Hard,21,24.7,6.0,0.43,3.6999999999999993,3.6999999999999993
Paolini J.,Kudermetova V.,Hard,31,24.6,5.8,0.589,-6.399999999999999,6.399999999999999
Swiatek I.,Paolini J.,Hard,22,24.1,5.7,0.625,2.1000000000000014,2.1000000000000014
Zakharova A.,Birrell K.,Hard,31,24.3,5.8,0.45799999999999996,-6.699999999999999,6.699999999999999
Jovic I.,Potapova A.,Hard,21,24.6,5.9,0.547,3.6000000000000014,3.6000000000000014
Lys E.,Joint M.,Hard,20,24.3,5.7,0.589,4.300000000000001,4.300000000000001
Sierra S.,Kartal S.,Hard,33,23.1,5.9,0.235,-9.899999999999999,9.899999999999999
Li A.,Starodubtseva Y.,Hard,21,24.5,5.9,0.6559999999999999,3.5,3.5
Teichmann J.,Boisson L.,Hard,27,24.3,5.9,0.46,-2.6999999999999993,2.6999999999999993
Cirstea S.,Uchijima M.,Hard,17,23.2,5.8,0.769,6.199999999999999,6.199999999999999
Jacquemot E.,Zhu L.,Hard,16,23.6,5.8,0.361,7.600000000000001,7.600000000000001
Gibson T.,Minnen G.,Hard,23,24.5,5.7,0.565,1.5,1.5
Samsonova L.,Dolehide C.,Hard,23,25.1,5.9,0.63,2.1000000000000014,2.1000000000000014
Golubic V.,Bronzetti L.,Hard,16,24.4,5.8,0.608,8.399999999999999,8.399999999999999
Wang Y.,Stearns P.,Hard,28,23.6,5.6,0.445,-4.399999999999999,4.399999999999999
Boulter K.,Yuan Y.,Hard,19,24.3,6.0,0.498,5.300000000000001,5.300000000000001
Zakharova A.,Baptiste H.,Hard,19,24.2,5.7,0.42700000000000005,5.199999999999999,5.199999999999999
Lys E.,Kudermetova P.,Hard,19,24.5,5.8,0.606,5.5,5.5
Cirstea S.,Teichmann J.,Hard,14,24.2,5.6,0.706,10.2,10.2
Samsonova L.,Wang Y.,Hard,18,24.0,5.7,0.593,6.0,6.0
Jacquemot E.,Sierra S.,Hard,25,24.2,5.9,0.49700000000000005,-0.8000000000000007,0.8000000000000007
Li A.,Jovic I.,Hard,26,24.4,5.6,0.436,-1.6000000000000014,1.6000000000000014
Golubic V.,Boulter K.,Hard,30,24.5,5.9,0.513,-5.5,5.5
Cirstea S.,Samsonova L.,Hard,17,24.3,5.7,0.635,7.300000000000001,7.300000000000001
Cirstea S.,Zakharova A.,Hard,19,23.4,5.8,0.75,4.399999999999999,4.399999999999999
Cirstea S.,Li A.,Hard,18,24.6,5.9,0.606,6.600000000000001,6.600000000000001
Rakhimova K.,Bouzas Maneiro J.,Hard,22,24.5,5.8,0.499,2.5,2.5
Maria T.,Bondar A.,Hard,25,24.5,6.0,0.436,-0.5,0.5
Mertens E.,Blinkova A.,Hard,19,23.7,5.7,0.705,4.699999999999999,4.699999999999999
Bouzkova M.,Sonmez Z.,Hard,27,24.0,5.9,0.601,-3.0,3.0
Vekic D.,Sakkari M.,Hard,17,24.1,5.9,0.48200000000000004,7.100000000000001,7.100000000000001
Parks A.,Bucsa C.,Hard,15,24.1,5.8,0.33799999999999997,9.100000000000001,9.100000000000001
Ruzic A.,Pavlyuchenkova A.,Hard,20,23.8,5.8,0.521,3.8000000000000007,3.8000000000000007
Cocciaretto E.,Jeanjean L.,Hard,19,24.6,5.7,0.54,5.600000000000001,5.600000000000001
Tomljanovic A.,Zarazua R.,Hard,32,23.6,5.5,0.426,-8.399999999999999,8.399999999999999
Noskova L.,Sun L.,Hard,26,24.5,5.7,0.585,-1.5,1.5
Mertens E.,Vekic D.,Hard,18,24.4,5.7,0.598,6.399999999999999,6.399999999999999
Shnaider D.,Rakhimova K.,Hard,20,24.2,5.9,0.648,4.199999999999999,4.199999999999999
Ruzic A.,Cocciaretto E.,Hard,27,24.3,5.9,0.514,-2.6999999999999993,2.6999999999999993
Bouzkova M.,Haddad Maia B.,Hard,19,23.8,5.8,0.636,4.800000000000001,4.800000000000001
Noskova L.,Maria T.,Hard,17,24.5,5.8,0.675,7.5,7.5
Parks A.,Navarro E.,Hard,27,23.3,5.7,0.252,-3.6999999999999993,3.6999999999999993
Alexandrova E.,Tomljanovic A.,Hard,19,23.8,5.7,0.696,4.800000000000001,4.800000000000001
Shnaider D.,Mertens E.,Hard,35,24.6,5.6,0.48200000000000004,-10.399999999999999,10.399999999999999
Parks A.,Sramkova R.,Hard,20,24.7,5.7,0.426,4.699999999999999,4.699999999999999
Alexandrova E.,Noskova L.,Hard,31,24.5,5.8,0.5329999999999999,-6.5,6.5
Bouzkova M.,Ruzic A.,Hard,17,24.3,5.5,0.568,7.300000000000001,7.300000000000001
Shnaider D.,Parks A.,Hard,22,24.2,5.6,0.701,2.1999999999999993,2.1999999999999993
Valentova T.,Bronzetti L.,Hard,28,23.9,5.8,0.737,-4.100000000000001,4.100000000000001
Kessler M.,Linette M.,Hard,24,24.0,6.0,0.5670000000000001,0.0,0.0
Vondrousova M.,Selekhmeteva O.,Hard,22,24.2,5.8,0.619,2.1999999999999993,2.1999999999999993
Tjen J.,Kudermetova V.,Hard,30,23.8,5.7,0.5820000000000001,-6.199999999999999,6.199999999999999
Uchijima M.,Danilovic O.,Hard,36,24.5,5.8,0.387,-11.5,11.5
Eala A.,Tauson C.,Hard,30,24.3,5.7,0.387,-5.699999999999999,5.699999999999999
McNally C.,Teichmann J.,Hard,16,24.2,5.8,0.568,8.2,8.2
Navarro E.,Wang Y.,Hard,22,23.9,5.8,0.696,1.8999999999999986,1.8999999999999986
Potapova A.,Zhu L.,Hard,28,24.0,5.8,0.5529999999999999,-4.0,4.0
Bencic B.,Zhang S.,Hard,18,23.9,6.0,0.5539999999999999,5.899999999999999,5.899999999999999
Blinkova A.,Starodubtseva Y.,Hard,16,24.1,5.8,0.499,8.100000000000001,8.100000000000001
Putintseva Y.,Cocciaretto E.,Hard,23,24.6,5.8,0.557,1.6000000000000014,1.6000000000000014
Samsonova L.,Yuan Y.,Hard,28,24.7,5.6,0.527,-3.3000000000000007,3.3000000000000007
Hon P.,Jeanjean L.,Hard,21,24.4,5.7,0.495,3.3999999999999986,3.3999999999999986
Krejcikova B.,Mboko V.,Hard,17,23.8,5.6,0.41200000000000003,6.800000000000001,6.800000000000001
Pavlyuchenkova A.,Yastremska D.,Hard,36,24.4,5.6,0.478,-11.600000000000001,11.600000000000001
Zarazua R.,Keys M.,Hard,38,23.9,5.7,0.40399999999999997,-14.100000000000001,14.100000000000001
Townsend T.,Ruzic A.,Hard,20,25.0,5.8,0.5529999999999999,5.0,5.0
Jovic I.,Sasnovich A.,Hard,22,23.9,5.7,0.626,1.8999999999999986,1.8999999999999986
Bucsa C.,Liu C.,Hard,15,23.8,5.7,0.593,8.8,8.8
Rakhimova K.,Garcia C.,Hard,29,24.6,5.7,0.419,-4.399999999999999,4.399999999999999
Li A.,Sramkova R.,Hard,28,24.2,5.7,0.591,-3.8000000000000007,3.8000000000000007
Sakkari M.,Maria T.,Hard,17,23.8,5.6,0.632,6.800000000000001,6.800000000000001
Jacquemot E.,Bouzkova M.,Hard,19,24.0,5.7,0.265,5.0,5.0
Frech M.,Gibson T.,Hard,16,23.9,5.7,0.47700000000000004,7.899999999999999,7.899999999999999
Bondar A.,Svitolina E.,Hard,18,24.0,5.8,0.315,6.0,6.0
Sonmez Z.,Volynets K.,Hard,19,24.3,5.7,0.474,5.300000000000001,5.300000000000001
Stearns P.,Semenistaja D.,Hard,18,24.0,5.8,0.498,6.0,6.0
Andreeva M.,Parks A.,Hard,13,22.5,5.9,0.84,9.5,9.5
Joint M.,Jimenez Kasintseva V.,Hard,23,24.0,5.6,0.608,1.0,1.0
Kostyuk M.,Boulter K.,Hard,20,23.8,5.6,0.6559999999999999,3.8000000000000007,3.8000000000000007
Haddad Maia B.,Kartal S.,Hard,23,23.4,5.7,0.29,0.3999999999999986,0.3999999999999986
Golubic V.,Boisson L.,Hard,30,24.1,5.9,0.489,-5.899999999999999,5.899999999999999
Cristian J.,Collins D.,Hard,14,24.3,5.7,0.564,10.3,10.3
Anisimova A.,Birrell K.,Hard,17,23.2,5.7,0.782,6.199999999999999,6.199999999999999
Noskova L.,Galfi D.,Hard,22,24.5,5.8,0.627,2.5,2.5
Krueger A.,Kenin S.,Hard,30,24.2,5.7,0.43700000000000006,-5.800000000000001,5.800000000000001
Siegemund L.,Shnaider D.,Hard,30,24.0,5.8,0.368,-6.0,6.0
Lys E.,Jones F.,Hard,18,24.3,5.8,0.691,6.300000000000001,6.300000000000001
Alexandrova E.,Sevastova A.,Hard,17,24.0,5.8,0.7,7.0,7.0
Cirstea S.,Sierra S.,Hard,18,23.5,6.1,0.764,5.5,5.5
Baptiste H.,Siniakova K.,Hard,21,24.2,5.7,0.38299999999999995,3.1999999999999993,3.1999999999999993
Vekic D.,Bouzas Maneiro J.,Hard,30,24.1,5.8,0.58,-5.899999999999999,5.899999999999999
Osaka N.,Minnen G.,Hard,19,24.0,6.0,0.7070000000000001,5.0,5.0
Gauff C.,Tomljanovic A.,Hard,35,24.0,5.6,0.693,-11.0,11.0
Zakharova A.,Avanesyan E.,Hard,19,24.3,5.8,0.456,5.300000000000001,5.300000000000001
Navarro E.,McNally C.,Hard,15,23.9,5.8,0.633,8.899999999999999,8.899999999999999
Raducanu E.,Tjen J.,Hard,15,24.4,5.4,0.493,9.399999999999999,9.399999999999999
Azarenka V.,Pavlyuchenkova A.,Hard,18,24.1,5.8,0.621,6.100000000000001,6.100000000000001
Bucsa C.,Eala A.,Hard,19,24.2,5.6,0.505,5.199999999999999,5.199999999999999
Pegula J.,Blinkova A.,Hard,16,23.0,6.0,0.8370000000000001,7.0,7.0
Krejcikova B.,Uchijima M.,Hard,18,23.8,5.5,0.6509999999999999,5.800000000000001,5.800000000000001
Rybakina E.,Valentova T.,Hard,22,24.7,5.7,0.674,2.6999999999999993,2.6999999999999993
Townsend T.,Ostapenko J.,Hard,19,24.1,5.9,0.589,5.100000000000001,5.100000000000001
Hon P.,Samsonova L.,Hard,27,24.6,5.9,0.402,-2.3999999999999986,2.3999999999999986
Mertens E.,Sun L.,Hard,17,24.2,5.7,0.626,7.199999999999999,7.199999999999999
Andreeva M.,Potapova A.,Hard,16,23.7,6.0,0.7340000000000001,7.699999999999999,7.699999999999999
Paolini J.,Jovic I.,Hard,18,24.3,5.7,0.5489999999999999,6.300000000000001,6.300000000000001
Vondrousova M.,Kessler M.,Hard,21,24.0,6.0,0.5760000000000001,3.0,3.0
Li A.,Bencic B.,Hard,18,24.6,5.7,0.37799999999999995,6.600000000000001,6.600000000000001
Haddad Maia B.,Golubic V.,Hard,17,23.6,5.4,0.436,6.600000000000001,6.600000000000001
Sakkari M.,Bondar A.,Hard,16,24.0,5.5,0.564,8.0,8.0
Kalinskaya A.,Putintseva Y.,Hard,19,24.2,5.7,0.48,5.199999999999999,5.199999999999999
Kostyuk M.,Sonmez Z.,Hard,34,24.2,5.6,0.6409999999999999,-9.8,9.8
Frech M.,Stearns P.,Hard,30,24.0,5.6,0.508,-6.0,6.0
Osaka N.,Baptiste H.,Hard,16,23.5,5.8,0.73,7.5,7.5
Siegemund L.,Zakharova A.,Hard,18,24.0,5.6,0.5489999999999999,6.0,6.0
Muchova K.,Cirstea S.,Hard,36,24.7,5.7,0.532,-11.3,11.3
Parry D.,Zarazua R.,Hard,29,24.5,5.7,0.392,-4.5,4.5
Cristian J.,Krueger A.,Hard,26,24.0,5.7,0.5920000000000001,-2.0,2.0
Kasatkina D.,Rakhimova K.,Hard,30,24.2,5.5,0.562,-5.800000000000001,5.800000000000001
Gauff C.,Vekic D.,Hard,21,24.1,5.7,0.609,3.1000000000000014,3.1000000000000014
Anisimova A.,Joint M.,Hard,21,24.5,6.1,0.753,3.5,3.5
Rybakina E.,Raducanu E.,Hard,15,24.9,5.9,0.685,9.899999999999999,9.899999999999999
Vondrousova M.,Paolini J.,Hard,20,24.4,5.7,0.465,4.399999999999999,4.399999999999999
Pegula J.,Azarenka V.,Hard,19,24.3,6.0,0.691,5.300000000000001,5.300000000000001
Bucsa C.,Mertens E.,Hard,30,24.5,5.6,0.414,-5.5,5.5
Li A.,Hon P.,Hard,21,24.4,5.7,0.63,3.3999999999999986,3.3999999999999986
Krejcikova B.,Navarro E.,Hard,30,23.9,5.8,0.384,-6.100000000000001,6.100000000000001
Townsend T.,Andreeva M.,Hard,20,24.7,5.8,0.302,4.699999999999999,4.699999999999999
Muchova K.,Noskova L.,Hard,31,24.2,5.8,0.607,-6.800000000000001,6.800000000000001
Gauff C.,Frech M.,Hard,16,24.5,5.6,0.62,8.5,8.5
Kostyuk M.,Parry D.,Hard,27,24.0,5.6,0.695,-3.0,3.0
Osaka N.,Kasatkina D.,Hard,25,23.7,6.2,0.688,-1.3000000000000007,1.3000000000000007
Alexandrova E.,Siegemund L.,Hard,13,23.9,5.7,0.6679999999999999,10.899999999999999,10.899999999999999
Anisimova A.,Cristian J.,Hard,28,24.3,5.8,0.7490000000000001,-3.6999999999999993,3.6999999999999993
Swiatek I.,Kalinskaya A.,Hard,23,23.2,5.8,0.755,0.1999999999999993,0.1999999999999993
Haddad Maia B.,Sakkari M.,Hard,15,24.7,5.7,0.41100000000000003,9.7,9.7
Pegula J.,Li A.,Hard,15,24.4,5.7,0.71,9.399999999999999,9.399999999999999
Krejcikova B.,Townsend T.,Hard,29,23.9,5.7,0.47,-5.100000000000001,5.100000000000001
Sabalenka A.,Bucsa C.,Hard,17,24.0,6.0,0.735,7.0,7.0
Vondrousova M.,Rybakina E.,Hard,30,24.1,5.6,0.302,-5.899999999999999,5.899999999999999
Swiatek I.,Alexandrova E.,Hard,16,24.2,5.8,0.679,8.2,8.2
Muchova K.,Kostyuk M.,Hard,31,24.0,5.8,0.519,-7.0,7.0
Osaka N.,Gauff C.,Hard,17,23.4,5.7,0.532,6.399999999999999,6.399999999999999
Anisimova A.,Haddad Maia B.,Hard,15,23.7,5.7,0.741,8.7,8.7
Pegula J.,Krejcikova B.,Hard,18,22.9,6.0,0.772,4.899999999999999,4.899999999999999
Anisimova A.,Swiatek I.,Hard,19,24.7,5.5,0.413,5.699999999999999,5.699999999999999
Osaka N.,Muchova K.,Hard,23,24.6,5.8,0.498,1.6000000000000014,1.6000000000000014
Sabalenka A.,Pegula J.,Hard,29,24.5,5.8,0.5589999999999999,-4.5,4.5
Anisimova A.,Osaka N.,Hard,35,24.6,5.6,0.522,-10.399999999999999,10.399999999999999
Sabalenka A.,Anisimova A.,Hard,22,24.8,6.0,0.621,2.8000000000000007,2.8000000000000007
Vidmanova D.,Parks A.,Hard,18,21.8,5.6,0.618,3.8000000000000007,3.8000000000000007
Stakusic M.,Kudermetova P.,Hard,31,24.0,5.6,0.49200000000000005,-7.0,7.0
Maria T.,Sonmez Z.,Hard,18,24.2,5.7,0.382,6.199999999999999,6.199999999999999
Jacquemot E.,Sakkari M.,Hard,14,24.1,5.5,0.342,10.100000000000001,10.100000000000001
Hunter S.,Siniakova K.,Hard,32,24.2,5.8,0.35600000000000004,-7.800000000000001,7.800000000000001
Bartunkova N.,Vidmanova D.,Hard,17,23.8,6.1,0.444,6.800000000000001,6.800000000000001
Maria T.,Marino R.,Hard,21,24.0,5.7,0.439,3.0,3.0
Arango E.,Hunter S.,Hard,16,24.0,5.8,0.47,8.0,8.0
Jimenez Kasintseva V.,Kudermetova V.,Hard,18,24.0,5.5,0.303,6.0,6.0
Jacquemot E.,Mertens E.,Hard,29,23.6,5.8,0.258,-5.399999999999999,5.399999999999999
Frech M.,Stefanini L.,Hard,20,24.7,5.6,0.6729999999999999,4.699999999999999,4.699999999999999
Stakusic M.,Ostapenko J.,Hard,31,24.1,5.8,0.44,-6.899999999999999,6.899999999999999
Jacquemot E.,Maria T.,Hard,29,24.5,5.9,0.467,-4.5,4.5
Jovic I.,Jimenez Kasintseva V.,Hard,31,24.4,6.0,0.684,-6.600000000000001,6.600000000000001
Arango E.,Stakusic M.,Hard,17,24.1,5.5,0.484,7.100000000000001,7.100000000000001
Bartunkova N.,Frech M.,Hard,22,24.2,5.6,0.43799999999999994,2.1999999999999993,2.1999999999999993
Arango E.,Jacquemot E.,Hard,22,23.5,5.7,0.5720000000000001,1.5,1.5
Jovic I.,Bartunkova N.,Hard,31,23.9,5.9,0.684,-7.100000000000001,7.100000000000001
Jovic I.,Arango E.,Hard,17,24.0,5.8,0.675,7.0,7.0
Tjen J.,Jeanjean L.,Hard,17,24.5,6.0,0.698,7.5,7.5
Tjen J.,Eala A.,Hard,17,23.3,5.6,0.649,6.300000000000001,6.300000000000001
Jones F.,Sierra S.,Hard,19,24.5,5.6,0.486,5.5,5.5
Zarazua R.,Haddad Maia B.,Hard,22,24.2,5.6,0.555,2.1999999999999993,2.1999999999999993
Tjen J.,Jones F.,Hard,22,22.4,6.0,0.782,0.3999999999999986,0.3999999999999986
Lys E.,Krueger A.,Hard,19,24.0,5.7,0.6729999999999999,5.0,5.0
Joint M.,Fruhvirtova L.,Hard,23,24.2,5.7,0.514,1.1999999999999993,1.1999999999999993
Kenin S.,Siegemund L.,Hard,29,24.5,5.8,0.473,-4.5,4.5
Krejcikova B.,Prozorova T.,Hard,15,24.6,5.9,0.562,9.600000000000001,9.600000000000001
Cirstea S.,Zakharova A.,Hard,16,23.9,6.1,0.748,7.899999999999999,7.899999999999999
Shnaider D.,McNally C.,Hard,26,24.5,5.6,0.589,-1.5,1.5
Lamens S.,Maria T.,Hard,17,24.3,5.7,0.444,7.300000000000001,7.300000000000001
Raducanu E.,Cristian J.,Hard,19,23.5,5.9,0.664,4.5,4.5
Tauson C.,Lys E.,Hard,21,24.2,5.8,0.5379999999999999,3.1999999999999993,3.1999999999999993
Joint M.,Kenin S.,Hard,16,24.0,5.6,0.509,8.0,8.0
Lamens S.,Shnaider D.,Hard,20,24.2,5.6,0.294,4.199999999999999,4.199999999999999
Alexandrova E.,Boisson L.,Hard,26,24.7,5.7,0.617,-1.3000000000000007,1.3000000000000007
Seidel E.,Haddad Maia B.,Hard,38,24.3,6.0,0.483,-13.7,13.7
Swiatek I.,Cirstea S.,Hard,17,24.2,5.6,0.626,7.199999999999999,7.199999999999999
Siniakova K.,Kasatkina D.,Hard,21,24.3,5.9,0.573,3.3000000000000007,3.3000000000000007
Krejcikova B.,Raducanu E.,Hard,30,23.5,5.6,0.39299999999999996,-6.5,6.5
Joint M.,Tauson C.,Hard,15,24.0,5.8,0.37200000000000005,9.0,9.0
Swiatek I.,Krejcikova B.,Hard,15,22.6,5.6,0.7959999999999999,7.600000000000001,7.600000000000001
Siniakova K.,Lamens S.,Hard,19,23.6,5.8,0.7240000000000001,4.600000000000001,4.600000000000001
Alexandrova E.,Seidel E.,Hard,17,24.4,6.0,0.7090000000000001,7.399999999999999,7.399999999999999
Alexandrova E.,Siniakova K.,Hard,18,24.5,5.6,0.537,6.5,6.5
Swiatek I.,Alexandrova E.,Hard,32,24.2,5.9,0.664,-7.800000000000001,7.800000000000001
Cirstea S.,Dolehide C.,Hard,17,24.1,5.9,0.7140000000000001,7.100000000000001,7.100000000000001
Sevastova A.,Birrell K.,Hard,22,24.5,5.7,0.507,2.5,2.5
McNally C.,Siegemund L.,Hard,18,24.6,5.6,0.522,6.600000000000001,6.600000000000001
Rakhimova K.,Bronzetti L.,Hard,17,24.6,5.5,0.525,7.600000000000001,7.600000000000001
Sakkari M.,Krueger A.,Hard,38,23.9,5.9,0.6459999999999999,-14.100000000000001,14.100000000000001
Ruzic A.,Jacquemot E.,Hard,18,23.4,6.0,0.672,5.399999999999999,5.399999999999999
Hon P.,Golubic V.,Hard,29,24.4,5.7,0.424,-4.600000000000001,4.600000000000001
Boulter K.,Baptiste H.,Hard,34,24.4,5.8,0.517,-9.600000000000001,9.600000000000001
Kudermetova P.,Inglis M.,Hard,25,24.2,5.5,0.507,-0.8000000000000007,0.8000000000000007
Krejcikova B.,Blinkova A.,Hard,16,24.0,5.8,0.614,8.0,8.0
Volynets K.,Stearns P.,Hard,27,24.3,5.8,0.509,-2.6999999999999993,2.6999999999999993
Zhang S.,Zakharova A.,Hard,26,23.3,5.7,0.701,-2.6999999999999993,2.6999999999999993
Bouzkova M.,Maria T.,Hard,18,24.2,5.8,0.677,6.199999999999999,6.199999999999999
Bondar A.,Andreescu B.,Hard,23,24.3,5.9,0.41200000000000003,1.3000000000000007,1.3000000000000007
Tomljanovic A.,Starodubtseva Y.,Hard,21,23.8,5.7,0.505,2.8000000000000007,2.8000000000000007
Sasnovich A.,Tjen J.,Hard,32,23.5,5.6,0.35200000000000004,-8.5,8.5
Potapova A.,Siniakova K.,Hard,19,24.5,5.7,0.485,5.5,5.5
Seidel E.,Frech M.,Hard,22,24.5,5.8,0.45299999999999996,2.5,2.5
Zhu L.,Uchijima M.,Hard,16,23.9,5.9,0.6409999999999999,7.899999999999999,7.899999999999999
Kartal S.,Parks A.,Hard,17,23.3,5.7,0.769,6.300000000000001,6.300000000000001
Bucsa C.,Vekic D.,Hard,18,23.9,5.6,0.517,5.899999999999999,5.899999999999999
Joint M.,Jimenez Kasintseva V.,Hard,17,24.4,6.1,0.591,7.399999999999999,7.399999999999999
Boisson L.,Galfi D.,Hard,33,24.2,5.8,0.509,-8.8,8.8
Bouzas Maneiro J.,Cristian J.,Hard,16,24.0,5.8,0.46299999999999997,8.0,8.0
Yuan Y.,Putintseva Y.,Hard,18,24.6,5.7,0.47100000000000003,6.600000000000001,6.600000000000001
Gauff C.,Rakhimova K.,Hard,16,24.3,5.7,0.718,8.3,8.3
Kenin S.,Kudermetova P.,Hard,18,24.4,5.7,0.5660000000000001,6.399999999999999,6.399999999999999
Bouzkova M.,Linette M.,Hard,24,24.8,5.9,0.584,0.8000000000000007,0.8000000000000007
Lys E.,Jovic I.,Hard,31,23.8,5.9,0.414,-7.199999999999999,7.199999999999999
Rybakina E.,McNally C.,Hard,31,24.2,5.9,0.785,-6.800000000000001,6.800000000000001
Kudermetova V.,Bondar A.,Hard,21,24.9,5.8,0.616,3.8999999999999986,3.8999999999999986
Badosa P.,Ruzic A.,Hard,22,24.2,5.7,0.513,2.1999999999999993,2.1999999999999993
Paolini J.,Sevastova A.,Hard,16,23.8,5.8,0.7290000000000001,7.800000000000001,7.800000000000001
Kessler M.,Mertens E.,Hard,18,24.1,5.8,0.456,6.100000000000001,6.100000000000001
Krejcikova B.,Alexandrova E.,Hard,20,24.1,5.8,0.406,4.100000000000001,4.100000000000001
Anisimova A.,Boulter K.,Hard,16,24.0,5.6,0.7340000000000001,8.0,8.0
Hon P.,Ostapenko J.,Hard,17,23.9,5.7,0.47600000000000003,6.899999999999999,6.899999999999999
Muchova K.,Cirstea S.,Hard,17,24.7,5.8,0.537,7.699999999999999,7.699999999999999
Bencic B.,Volynets K.,Hard,18,24.3,5.7,0.6709999999999999,6.300000000000001,6.300000000000001
Andreeva M.,Zhu L.,Hard,16,24.1,5.8,0.745,8.100000000000001,8.100000000000001
Bouzas Maneiro J.,Yastremska D.,Hard,22,24.2,5.7,0.45,2.1999999999999993,2.1999999999999993
Potapova A.,Mboko V.,Hard,25,24.2,5.7,0.455,-0.8000000000000007,0.8000000000000007
Swiatek I.,Yuan Y.,Hard,15,24.3,6.0,0.7440000000000001,9.3,9.3
Boisson L.,Samsonova L.,Hard,19,24.2,5.9,0.431,5.199999999999999,5.199999999999999
Joint M.,Shnaider D.,Hard,19,24.4,5.9,0.37200000000000005,5.399999999999999,5.399999999999999
Sonmez Z.,Tauson C.,Hard,27,24.5,5.8,0.361,-2.5,2.5
Kostyuk M.,Seidel E.,Hard,14,24.8,5.6,0.716,10.8,10.8
Pegula J.,Tomljanovic A.,Hard,15,23.0,5.8,0.8190000000000001,8.0,8.0
Kartal S.,Kasatkina D.,Hard,15,23.1,5.7,0.679,8.100000000000001,8.100000000000001
Sasnovich A.,Osaka N.,Hard,25,24.2,5.7,0.305,-0.8000000000000007,0.8000000000000007
Zheng Q.,Arango E.,Hard,17,23.5,5.6,0.7070000000000001,6.5,6.5
Raducanu E.,Bucsa C.,Hard,18,24.6,5.4,0.612,6.600000000000001,6.600000000000001
Lys E.,Rybakina E.,Hard,26,23.8,5.6,0.223,-2.1999999999999993,2.1999999999999993
Bouzkova M.,Kudermetova V.,Hard,21,24.4,5.6,0.54,3.3999999999999986,3.3999999999999986
Paolini J.,Kenin S.,Hard,15,24.0,5.7,0.698,9.0,9.0
Bencic B.,Hon P.,Hard,29,24.7,5.8,0.71,-4.300000000000001,4.300000000000001
Anisimova A.,Zhang S.,Hard,19,24.4,5.6,0.603,5.399999999999999,5.399999999999999
Andreeva M.,Bouzas Maneiro J.,Hard,17,22.9,5.9,0.812,5.899999999999999,5.899999999999999
Kostyuk M.,Sasnovich A.,Hard,18,24.2,5.8,0.653,6.199999999999999,6.199999999999999
Kartal S.,Joint M.,Hard,17,22.9,5.8,0.685,5.899999999999999,5.899999999999999
