date,tournament,surface,round,winner,loser,b365_winner_odds,b365_loser_odds,model_winner_prob,model_winner_odds,model_loser_odds,model_pick,model_pick_prob,model_pick_odds,b365_pick_odds,clv_pick,model_correct,pick_won
2025-03-06,BNP Paribas Open,Hard,1st Round,Kartal S.,Lepchenko V.,1.36,3.2,0.7709999999999999,1.297016861219196,4.366812227074236,Kartal S.,0.7709999999999999,1.297016861219196,1.36,3.5705882352941143,True,True
2025-03-06,BNP Paribas Open,Hard,1st Round,Bencic B.,Maria T.,1.06,10.0,0.7490000000000001,1.3351134846461947,3.9840637450199203,Bencic B.,0.7490000000000001,1.3351134846461947,1.06,-19.439622641509413,True,True
2025-03-06,BNP Paribas Open,Hard,1st Round,Cristian J.,Kudermetova V.,3.5,1.3,0.46399999999999997,2.1551724137931036,1.8656716417910446,Kudermetova V.,0.536,1.8656716417910446,1.3,-23.32307692307691,False,False
2025-03-07,BNP Paribas Open,Hard,1st Round,Birrell K.,Golubic V.,2.0,1.8,0.39399999999999996,2.5380710659898478,1.6501650165016502,Golubic V.,0.606,1.6501650165016502,1.8,5.044444444444441,False,False
2025-03-07,BNP Paribas Open,Hard,1st Round,Potapova A.,Bouzas Maneiro J.,1.3,3.5,0.612,1.6339869281045751,2.577319587628866,Potapova A.,0.612,1.6339869281045751,1.3,-15.723076923076917,True,True
2025-03-07,BNP Paribas Open,Hard,1st Round,Kessler M.,Blinkova A.,1.44,2.75,0.682,1.4662756598240467,3.144654088050314,Kessler M.,0.682,1.4662756598240467,1.44,-1.244444444444437,True,True
2025-03-07,BNP Paribas Open,Hard,1st Round,Jovic I.,Grabher J.,1.14,5.5,0.877,1.1402508551881414,8.130081300813007,Jovic I.,0.877,1.1402508551881414,1.14,-0.019298245614041143,True,True
2025-03-07,BNP Paribas Open,Hard,1st Round,Parks A.,Kalinskaya A.,2.3,1.62,0.337,2.9673590504451037,1.508295625942685,Kalinskaya A.,0.6629999999999999,1.508295625942685,1.62,4.571604938271601,False,False
2025-03-07,BNP Paribas Open,Hard,2nd Round,Kostyuk M.,Montgomery R.,1.29,3.75,0.6609999999999999,1.5128593040847202,2.9498525073746316,Kostyuk M.,0.6609999999999999,1.5128593040847202,1.29,-11.419379844961242,True,True
2025-03-07,BNP Paribas Open,Hard,2nd Round,Muchova K.,Cocciaretto E.,1.11,6.5,0.71,1.4084507042253522,3.4482758620689657,Muchova K.,0.71,1.4084507042253522,1.11,-19.090090090090083,True,True
2025-03-07,BNP Paribas Open,Hard,2nd Round,Rybakina E.,Lamens S.,1.07,9.0,0.883,1.1325028312570782,8.547008547008547,Rybakina E.,0.883,1.1325028312570782,1.07,-5.157943925233644,True,True
2025-03-07,BNP Paribas Open,Hard,2nd Round,Siniakova K.,Putintseva Y.,2.2,1.67,0.573,1.7452006980802794,2.34192037470726,Siniakova K.,0.573,1.7452006980802794,2.2,11.845454545454542,True,True
2025-03-07,BNP Paribas Open,Hard,2nd Round,Yastremska D.,Jabeur O.,2.38,1.57,0.39799999999999996,2.512562814070352,1.6611295681063123,Jabeur O.,0.602,1.6611295681063123,1.57,-3.494267515923566,False,False
2025-03-07,BNP Paribas Open,Hard,2nd Round,Sun L.,Noskova L.,7.0,1.1,0.371,2.6954177897574123,1.589825119236884,Noskova L.,0.629,1.589825119236884,1.1,-28.009090909090904,False,False
2025-03-07,BNP Paribas Open,Hard,2nd Round,Dolehide C.,Lys E.,1.91,1.91,0.364,2.7472527472527473,1.572327044025157,Lys E.,0.636,1.572327044025157,1.91,11.243979057591623,False,False
2025-03-08,BNP Paribas Open,Hard,2nd Round,Swiatek I.,Garcia C.,1.05,11.0,0.8240000000000001,1.2135922330097086,5.681818181818182,Swiatek I.,0.8240000000000001,1.2135922330097086,1.05,-12.838095238095226,True,True
2025-03-08,BNP Paribas Open,Hard,2nd Round,Pegula J.,Linette M.,1.14,5.5,0.754,1.3262599469496021,4.0650406504065035,Pegula J.,0.754,1.3262599469496021,1.14,-12.319298245614041,True,True
2025-03-08,BNP Paribas Open,Hard,2nd Round,Svitolina E.,Krueger A.,1.57,2.38,0.802,1.2468827930174562,5.05050505050505,Svitolina E.,0.802,1.2468827930174562,1.57,16.50573248407644,True,True
2025-03-08,BNP Paribas Open,Hard,2nd Round,Andreeva M.,Gracheva V.,1.13,6.0,0.7829999999999999,1.277139208173691,4.6082949308755765,Andreeva M.,0.7829999999999999,1.277139208173691,1.13,-10.19557522123895,True,True
2025-03-08,BNP Paribas Open,Hard,2nd Round,Collins D.,Baptiste H.,1.62,2.3,0.42100000000000004,2.375296912114014,1.7271157167530227,Baptiste H.,0.579,1.7271157167530227,2.3,14.421739130434775,False,False
2025-03-08,BNP Paribas Open,Hard,2nd Round,Zheng Q.,Azarenka V.,1.44,2.75,0.512,1.953125,2.0491803278688523,Zheng Q.,0.512,1.953125,1.44,-18.24444444444444,True,True
2025-03-08,BNP Paribas Open,Hard,2nd Round,Sakkari M.,Tomova V.,1.44,2.75,0.688,1.4534883720930234,3.2051282051282053,Sakkari M.,0.688,1.4534883720930234,1.44,-0.6444444444444475,True,True
2025-03-08,BNP Paribas Open,Hard,2nd Round,Keys M.,Potapova A.,1.4,3.0,0.575,1.7391304347826089,2.3529411764705883,Keys M.,0.575,1.7391304347826089,1.4,-13.928571428571434,True,True
2025-03-08,BNP Paribas Open,Hard,2nd Round,Kudermetova P.,Alexandrova E.,3.2,1.36,0.306,3.2679738562091503,1.440922190201729,Alexandrova E.,0.6940000000000001,1.440922190201729,1.36,-4.12941176470587,False,False
2025-03-08,BNP Paribas Open,Hard,2nd Round,Bronzetti L.,Frech M.,1.91,1.91,0.42200000000000004,2.3696682464454972,1.7301038062283738,Frech M.,0.578,1.7301038062283738,1.91,5.443979057591619,False,False
2025-03-08,BNP Paribas Open,Hard,2nd Round,Paolini J.,Jovic I.,1.2,4.5,0.561,1.7825311942959,2.277904328018223,Paolini J.,0.561,1.7825311942959,1.2,-27.23333333333333,True,True
2025-03-08,BNP Paribas Open,Hard,2nd Round,Vekic D.,Avanesyan E.,2.2,1.67,0.557,1.7953321364452421,2.2573363431151243,Vekic D.,0.557,1.7953321364452421,2.2,10.245454545454551,True,True
2025-03-08,BNP Paribas Open,Hard,2nd Round,Gauff C.,Uchijima M.,1.1,7.0,0.726,1.3774104683195594,3.649635036496351,Gauff C.,0.726,1.3774104683195594,1.1,-18.30909090909091,True,True
2025-03-08,BNP Paribas Open,Hard,2nd Round,Kartal S.,Haddad Maia B.,2.1,1.73,0.72,1.3888888888888888,3.571428571428571,Kartal S.,0.72,1.3888888888888888,2.1,24.38095238095238,True,True
2025-03-08,BNP Paribas Open,Hard,2nd Round,Mertens E.,Birrell K.,1.33,3.4,0.644,1.5527950310559007,2.8089887640449436,Mertens E.,0.644,1.5527950310559007,1.33,-10.787969924812025,True,True
2025-03-08,BNP Paribas Open,Hard,2nd Round,Kasatkina D.,Kenin S.,2.0,1.8,0.488,2.0491803278688523,1.953125,Kenin S.,0.512,1.953125,1.8,-4.355555555555557,False,False
2025-03-09,BNP Paribas Open,Hard,2nd Round,Bencic B.,Anisimova A.,1.57,2.38,0.434,2.3041474654377883,1.7667844522968197,Anisimova A.,0.5660000000000001,1.7667844522968197,2.38,14.58319327731093,False,False
2025-03-09,BNP Paribas Open,Hard,2nd Round,Samsonova L.,McNally C.,1.3,3.4,0.47700000000000004,2.0964360587002093,1.9120458891013383,McNally C.,0.523,1.9120458891013383,3.4,22.88823529411765,False,False
2025-03-09,BNP Paribas Open,Hard,2nd Round,Sabalenka A.,Kessler M.,1.25,4.0,0.7809999999999999,1.2804097311139566,4.566210045662101,Sabalenka A.,0.7809999999999999,1.2804097311139566,1.25,-1.9000000000000128,True,True
2025-03-09,BNP Paribas Open,Hard,2nd Round,Shnaider D.,Parks A.,1.44,2.75,0.71,1.4084507042253522,3.4482758620689657,Shnaider D.,0.71,1.4084507042253522,1.44,1.5555555555555545,True,True
2025-03-09,BNP Paribas Open,Hard,2nd Round,Navarro E.,Cirstea S.,1.4,3.0,0.406,2.463054187192118,1.6835016835016836,Cirstea S.,0.594,1.6835016835016836,3.0,26.066666666666666,False,False
2025-03-09,BNP Paribas Open,Hard,3rd Round,Swiatek I.,Yastremska D.,1.08,8.0,0.8009999999999999,1.2484394506866419,5.025125628140704,Swiatek I.,0.8009999999999999,1.2484394506866419,1.08,-12.492592592592588,True,True
2025-03-09,BNP Paribas Open,Hard,3rd Round,Kostyuk M.,Dolehide C.,1.33,3.4,0.705,1.4184397163120568,3.3898305084745766,Kostyuk M.,0.705,1.4184397163120568,1.33,-4.68796992481203,True,True
2025-03-09,BNP Paribas Open,Hard,3rd Round,Rybakina E.,Boulter K.,1.2,4.5,0.833,1.2004801920768309,5.988023952095809,Rybakina E.,0.833,1.2004801920768309,1.2,-0.033333333333340764,True,True
2025-03-09,BNP Paribas Open,Hard,3rd Round,Muchova K.,Siniakova K.,1.36,3.2,0.607,1.6474464579901154,2.544529262086514,Muchova K.,0.607,1.6474464579901154,1.36,-12.829411764705878,True,True
2025-03-09,BNP Paribas Open,Hard,3rd Round,Svitolina E.,Collins D.,1.53,2.5,0.794,1.2594458438287153,4.854368932038835,Svitolina E.,0.794,1.2594458438287153,1.53,14.040522875816997,True,True
2025-03-10,BNP Paribas Open,Hard,3rd Round,Andreeva M.,Tauson C.,1.44,2.75,0.7040000000000001,1.4204545454545454,3.378378378378378,Andreeva M.,0.7040000000000001,1.4204545454545454,1.44,0.955555555555565,True,True
2025-03-10,BNP Paribas Open,Hard,3rd Round,Zheng Q.,Sun L.,1.17,5.0,0.619,1.6155088852988693,2.6246719160104988,Zheng Q.,0.619,1.6155088852988693,1.17,-23.570085470085477,True,True
2025-03-10,BNP Paribas Open,Hard,3rd Round,Keys M.,Mertens E.,1.4,3.0,0.547,1.8281535648994514,2.207505518763797,Keys M.,0.547,1.8281535648994514,1.4,-16.728571428571428,True,True
2025-03-10,BNP Paribas Open,Hard,3rd Round,Kartal S.,Kudermetova P.,1.8,2.0,0.7509999999999999,1.3315579227696406,4.016064257028113,Kartal S.,0.7509999999999999,1.3315579227696406,1.8,19.54444444444443,True,True
2025-03-10,BNP Paribas Open,Hard,3rd Round,Gauff C.,Sakkari M.,1.25,4.0,0.639,1.5649452269170578,2.770083102493075,Gauff C.,0.639,1.5649452269170578,1.25,-16.1,True,True
2025-03-10,BNP Paribas Open,Hard,3rd Round,Bencic B.,Shnaider D.,1.5,2.63,0.609,1.6420361247947455,2.557544757033248,Bencic B.,0.609,1.6420361247947455,1.5,-5.766666666666664,True,True
2025-03-10,BNP Paribas Open,Hard,3rd Round,Sabalenka A.,Bronzetti L.,1.07,9.0,0.79,1.2658227848101264,4.761904761904762,Sabalenka A.,0.79,1.2658227848101264,1.07,-14.457943925233641,True,True
2025-03-10,BNP Paribas Open,Hard,3rd Round,Samsonova L.,Kasatkina D.,2.2,1.67,0.578,1.7301038062283738,2.3696682464454972,Samsonova L.,0.578,1.7301038062283738,2.2,12.345454545454542,True,True
2025-03-11,BNP Paribas Open,Hard,3rd Round,Vekic D.,Navarro E.,3.0,1.4,0.39899999999999997,2.5062656641604013,1.663893510815308,Navarro E.,0.601,1.663893510815308,1.4,-11.328571428571433,False,False
2025-03-11,BNP Paribas Open,Hard,3rd Round,Paolini J.,Cristian J.,1.3,3.5,0.7170000000000001,1.3947001394700138,3.5335689045936394,Paolini J.,0.7170000000000001,1.3947001394700138,1.3,-5.223076923076908,True,True
2025-03-11,BNP Paribas Open,Hard,4th Round,Swiatek I.,Muchova K.,1.29,3.75,0.629,1.589825119236884,2.6954177897574123,Swiatek I.,0.629,1.589825119236884,1.29,-14.619379844961234,True,True
2025-03-11,BNP Paribas Open,Hard,4th Round,Svitolina E.,Pegula J.,2.75,1.44,0.391,2.557544757033248,1.6420361247947455,Pegula J.,0.609,1.6420361247947455,1.44,-8.544444444444444,False,False
2025-03-12,BNP Paribas Open,Hard,4th Round,Andreeva M.,Rybakina E.,1.91,1.91,0.397,2.5188916876574305,1.658374792703151,Rybakina E.,0.603,1.658374792703151,1.91,7.943979057591621,False,False
2025-03-12,BNP Paribas Open,Hard,4th Round,Zheng Q.,Kostyuk M.,1.62,2.3,0.49200000000000005,2.0325203252032518,1.968503937007874,Kostyuk M.,0.508,1.968503937007874,2.3,7.3217391304347785,False,False
2025-03-12,BNP Paribas Open,Hard,4th Round,Bencic B.,Gauff C.,2.0,1.8,0.493,2.028397565922921,1.9723865877712032,Gauff C.,0.507,1.9723865877712032,1.8,-4.855555555555558,False,False
2025-03-12,BNP Paribas Open,Hard,4th Round,Keys M.,Vekic D.,1.29,3.75,0.627,1.594896331738437,2.680965147453083,Keys M.,0.627,1.594896331738437,1.29,-14.819379844961233,True,True
2025-03-12,BNP Paribas Open,Hard,4th Round,Sabalenka A.,Kartal S.,1.06,10.0,0.68,1.4705882352941175,3.125,Sabalenka A.,0.68,1.4705882352941175,1.06,-26.33962264150942,True,True
2025-03-12,BNP Paribas Open,Hard,4th Round,Samsonova L.,Paolini J.,1.91,1.91,0.344,2.906976744186047,1.5243902439024393,Paolini J.,0.6559999999999999,1.5243902439024393,1.91,13.243979057591615,False,False
2025-03-13,BNP Paribas Open,Hard,Quarterfinals,Swiatek I.,Zheng Q.,1.17,5.0,0.6729999999999999,1.485884101040119,3.058103975535168,Swiatek I.,0.6729999999999999,1.485884101040119,1.17,-18.170085470085485,True,True
2025-03-13,BNP Paribas Open,Hard,Quarterfinals,Andreeva M.,Svitolina E.,1.4,3.0,0.5489999999999999,1.8214936247723135,2.2172949002217295,Andreeva M.,0.5489999999999999,1.8214936247723135,1.4,-16.528571428571436,True,True
2025-03-13,BNP Paribas Open,Hard,Quarterfinals,Keys M.,Bencic B.,1.73,2.1,0.44299999999999995,2.2573363431151243,1.7953321364452421,Bencic B.,0.557,1.7953321364452421,2.1,8.08095238095239,False,False
2025-03-14,BNP Paribas Open,Hard,Quarterfinals,Sabalenka A.,Samsonova L.,1.17,5.0,0.797,1.2547051442910915,4.926108374384236,Sabalenka A.,0.797,1.2547051442910915,1.17,-5.770085470085473,True,True
2025-03-14,BNP Paribas Open,Hard,Semifinals,Andreeva M.,Swiatek I.,2.63,1.5,0.47,2.127659574468085,1.8867924528301885,Swiatek I.,0.53,1.8867924528301885,1.5,-13.66666666666666,False,False
2025-03-15,BNP Paribas Open,Hard,Semifinals,Sabalenka A.,Keys M.,1.53,2.5,0.733,1.364256480218281,3.745318352059925,Sabalenka A.,0.733,1.364256480218281,1.53,7.940522875816991,True,True
2025-03-16,BNP Paribas Open,Hard,The Final,Andreeva M.,Sabalenka A.,2.5,1.53,0.382,2.6178010471204187,1.6181229773462784,Sabalenka A.,0.618,1.6181229773462784,1.53,-3.559477124183008,False,False
2025-03-18,Miami Open,Hard,1st Round,Siniakova K.,Yuan Y.,1.3,3.5,0.589,1.697792869269949,2.4330900243309,Siniakova K.,0.589,1.697792869269949,1.3,-18.02307692307692,True,True
2025-03-18,Miami Open,Hard,1st Round,Tomova V.,McNally C.,2.3,1.62,0.33299999999999996,3.0030030030030033,1.4992503748125936,McNally C.,0.667,1.4992503748125936,1.62,4.9716049382716125,False,False
2025-03-18,Miami Open,Hard,1st Round,Linette M.,Pavlyuchenkova A.,2.38,1.57,0.551,1.8148820326678765,2.2271714922048997,Linette M.,0.551,1.8148820326678765,2.38,13.083193277310928,True,True
2025-03-18,Miami Open,Hard,1st Round,Parks A.,Gracheva V.,1.8,2.0,0.379,2.638522427440633,1.6103059581320451,Gracheva V.,0.621,1.6103059581320451,2.0,12.1,False,False
2025-03-18,Miami Open,Hard,1st Round,Bronzetti L.,Bouzas Maneiro J.,1.62,2.3,0.478,2.092050209205021,1.9157088122605364,Bouzas Maneiro J.,0.522,1.9157088122605364,2.3,8.72173913043478,False,False
2025-03-18,Miami Open,Hard,1st Round,Cirstea S.,Cocciaretto E.,1.44,2.75,0.679,1.4727540500736376,3.115264797507788,Cirstea S.,0.679,1.4727540500736376,1.44,-1.5444444444444372,True,True
2025-03-18,Miami Open,Hard,1st Round,Osaka N.,Starodubtseva Y.,1.17,5.0,0.772,1.2953367875647668,4.385964912280701,Osaka N.,0.772,1.2953367875647668,1.17,-8.270085470085476,True,True
2025-03-18,Miami Open,Hard,1st Round,Sramkova R.,Stefanini L.,1.4,3.0,0.615,1.6260162601626016,2.5974025974025974,Sramkova R.,0.615,1.6260162601626016,1.4,-9.92857142857143,True,True
2025-03-18,Miami Open,Hard,1st Round,Fruhvirtova L.,Liu C.,2.1,1.73,0.537,1.8621973929236497,2.1598272138228944,Fruhvirtova L.,0.537,1.8621973929236497,2.1,6.080952380952387,True,True
2025-03-18,Miami Open,Hard,1st Round,Masarova R.,Minnen G.,3.0,1.4,0.455,2.1978021978021975,1.8348623853211008,Minnen G.,0.545,1.8348623853211008,1.4,-16.928571428571427,False,False
2025-03-18,Miami Open,Hard,1st Round,Baptiste H.,Danilovic O.,2.0,1.8,0.479,2.0876826722338206,1.9193857965451055,Danilovic O.,0.521,1.9193857965451055,1.8,-3.455555555555556,False,False
2025-03-18,Miami Open,Hard,1st Round,Krueger A.,Zarazua R.,1.2,4.5,0.371,2.6954177897574123,1.589825119236884,Zarazua R.,0.629,1.589825119236884,4.5,40.67777777777778,False,False
2025-03-18,Miami Open,Hard,1st Round,Townsend T.,Li A.,1.8,2.0,0.508,1.968503937007874,2.0325203252032518,Townsend T.,0.508,1.968503937007874,1.8,-4.755555555555557,True,True
2025-03-19,Miami Open,Hard,1st Round,Blinkova A.,Rakhimova K.,1.53,2.5,0.43700000000000006,2.2883295194508007,1.7761989342806397,Rakhimova K.,0.563,1.7761989342806397,2.5,16.299999999999994,False,False
2025-03-19,Miami Open,Hard,1st Round,Birrell K.,Potapova A.,2.5,1.53,0.35200000000000004,2.840909090909091,1.5432098765432098,Potapova A.,0.648,1.5432098765432098,1.53,-0.5594771241830054,False,False
2025-03-19,Miami Open,Hard,1st Round,Kessler M.,Bouzkova M.,1.4,3.0,0.517,1.9342359767891681,2.070393374741201,Kessler M.,0.517,1.9342359767891681,1.4,-19.728571428571428,True,True
2025-03-19,Miami Open,Hard,1st Round,Pera B.,Tomljanovic A.,2.0,1.8,0.45799999999999996,2.183406113537118,1.8450184501845017,Tomljanovic A.,0.542,1.8450184501845017,1.8,-1.3555555555555543,False,False
2025-03-19,Miami Open,Hard,1st Round,Garcia C.,Bondar A.,1.5,2.63,0.498,2.0080321285140563,1.9920318725099602,Bondar A.,0.502,1.9920318725099602,2.63,12.17718631178707,False,False
2025-03-19,Miami Open,Hard,1st Round,Eala A.,Volynets K.,3.75,1.29,0.47,2.127659574468085,1.8867924528301885,Volynets K.,0.53,1.8867924528301885,1.29,-24.519379844961232,False,False
2025-03-19,Miami Open,Hard,1st Round,Stearns P.,Boulter K.,1.73,2.1,0.491,2.0366598778004072,1.9646365422396856,Boulter K.,0.509,1.9646365422396856,2.1,3.2809523809523844,False,False
2025-03-19,Miami Open,Hard,1st Round,Uchijima M.,Lamens S.,1.67,2.2,0.53,1.8867924528301885,2.127659574468085,Uchijima M.,0.53,1.8867924528301885,1.67,-6.880239520958087,True,True
2025-03-19,Miami Open,Hard,1st Round,Bencic B.,Yastremska D.,1.29,3.75,0.705,1.4184397163120568,3.3898305084745766,Bencic B.,0.705,1.4184397163120568,1.29,-7.019379844961238,True,True
2025-03-19,Miami Open,Hard,1st Round,Azarenka V.,Kalinina A.,1.44,2.75,0.659,1.5174506828528072,2.9325513196480935,Azarenka V.,0.659,1.5174506828528072,1.44,-3.544444444444439,True,True
2025-03-20,Miami Open,Hard,1st Round,Sherif M.,Sun L.,3.2,1.36,0.262,3.8167938931297707,1.3550135501355014,Sun L.,0.738,1.3550135501355014,1.36,0.27058823529412246,False,False
2025-03-20,Miami Open,Hard,2nd Round,Paolini J.,Sramkova R.,1.53,2.5,0.731,1.3679890560875514,3.7174721189591082,Paolini J.,0.731,1.3679890560875514,1.53,7.740522875816991,True,True
2025-03-20,Miami Open,Hard,2nd Round,Krueger A.,Rybakina E.,3.75,1.29,0.12300000000000001,8.130081300813007,1.1402508551881414,Rybakina E.,0.877,1.1402508551881414,1.29,10.180620155038767,False,False
2025-03-20,Miami Open,Hard,2nd Round,Gauff C.,Kenin S.,1.4,3.0,0.6809999999999999,1.4684287812041117,3.134796238244514,Gauff C.,0.6809999999999999,1.4684287812041117,1.4,-3.3285714285714363,True,True
2025-03-20,Miami Open,Hard,2nd Round,Linette M.,Alexandrova E.,2.5,1.5,0.397,2.5188916876574305,1.658374792703151,Alexandrova E.,0.603,1.658374792703151,1.5,-6.366666666666665,False,False
2025-03-20,Miami Open,Hard,2nd Round,Sabalenka A.,Tomova V.,1.03,17.0,0.9009999999999999,1.109877913429523,10.1010101010101,Sabalenka A.,0.9009999999999999,1.109877913429523,1.03,-6.98737864077671,True,True
2025-03-20,Miami Open,Hard,2nd Round,Townsend T.,Putintseva Y.,2.38,1.57,0.508,1.968503937007874,2.0325203252032518,Townsend T.,0.508,1.968503937007874,2.38,8.783193277310925,True,True
2025-03-20,Miami Open,Hard,2nd Round,Jabeur O.,Siniakova K.,1.67,2.2,0.486,2.05761316872428,1.9455252918287937,Siniakova K.,0.514,1.9455252918287937,2.2,5.945454545454548,False,False
2025-03-20,Miami Open,Hard,2nd Round,Sakkari M.,Bronzetti L.,1.67,2.2,0.61,1.639344262295082,2.564102564102564,Sakkari M.,0.61,1.639344262295082,1.67,1.1197604790419091,True,True
2025-03-20,Miami Open,Hard,2nd Round,Baptiste H.,Kasatkina D.,3.0,1.4,0.511,1.9569471624266144,2.044989775051125,Baptiste H.,0.511,1.9569471624266144,3.0,17.76666666666667,True,True
2025-03-20,Miami Open,Hard,2nd Round,Masarova R.,Vekic D.,3.5,1.3,0.444,2.2522522522522523,1.7985611510791366,Vekic D.,0.556,1.7985611510791366,1.3,-21.32307692307691,False,False
2025-03-20,Miami Open,Hard,2nd Round,Fruhvirtova L.,Haddad Maia B.,2.0,1.8,0.555,1.8018018018018016,2.247191011235955,Fruhvirtova L.,0.555,1.8018018018018016,2.0,5.500000000000005,True,True
2025-03-21,Miami Open,Hard,2nd Round,Osaka N.,Samsonova L.,1.8,2.0,0.664,1.506024096385542,2.976190476190476,Osaka N.,0.664,1.506024096385542,1.8,10.844444444444445,True,True
2025-03-21,Miami Open,Hard,2nd Round,Collins D.,Cirstea S.,1.62,2.3,0.237,4.219409282700422,1.310615989515072,Cirstea S.,0.763,1.310615989515072,2.3,32.82173913043478,False,False
2025-03-21,Miami Open,Hard,2nd Round,Blinkova A.,Shnaider D.,3.5,1.3,0.33899999999999997,2.9498525073746316,1.5128593040847202,Shnaider D.,0.6609999999999999,1.5128593040847202,1.3,-10.823076923076924,False,False
2025-03-21,Miami Open,Hard,2nd Round,Kalinskaya A.,Uchijima M.,1.91,1.91,0.654,1.529051987767584,2.890173410404624,Kalinskaya A.,0.654,1.529051987767584,1.91,13.043979057591626,True,True
2025-03-21,Miami Open,Hard,2nd Round,Swiatek I.,Garcia C.,1.05,11.0,0.7879999999999999,1.2690355329949239,4.716981132075472,Swiatek I.,0.7879999999999999,1.2690355329949239,1.05,-16.43809523809524,True,True
2025-03-21,Miami Open,Hard,2nd Round,Eala A.,Ostapenko J.,4.0,1.25,0.5539999999999999,1.8050541516245489,2.242152466367713,Eala A.,0.5539999999999999,1.8050541516245489,4.0,30.399999999999995,True,True
2025-03-21,Miami Open,Hard,2nd Round,Mertens E.,Stearns P.,1.67,2.2,0.599,1.669449081803005,2.4937655860349124,Mertens E.,0.599,1.669449081803005,1.67,0.01976047904190814,True,True
2025-03-21,Miami Open,Hard,2nd Round,Badosa P.,Mboko V.,1.44,2.75,0.38299999999999995,2.6109660574412534,1.6207455429497568,Mboko V.,0.617,1.6207455429497568,2.75,25.336363636363636,False,False
2025-03-21,Miami Open,Hard,2nd Round,Raducanu E.,Navarro E.,2.63,1.5,0.562,1.779359430604982,2.2831050228310503,Raducanu E.,0.562,1.779359430604982,2.63,18.177186311787075,True,True
2025-03-21,Miami Open,Hard,2nd Round,Tauson C.,Grabher J.,1.06,10.0,0.8240000000000001,1.2135922330097086,5.681818181818182,Tauson C.,0.8240000000000001,1.2135922330097086,1.06,-11.939622641509418,True,True
2025-03-21,Miami Open,Hard,2nd Round,Kessler M.,Noskova L.,2.1,1.73,0.452,2.2123893805309733,1.8248175182481754,Noskova L.,0.5479999999999999,1.8248175182481754,1.73,-3.003468208092497,False,False
2025-03-21,Miami Open,Hard,2nd Round,Kostyuk M.,Birrell K.,1.4,3.0,0.713,1.402524544179523,3.4843205574912894,Kostyuk M.,0.713,1.402524544179523,1.4,-0.12857142857143344,True,True
2025-03-21,Miami Open,Hard,2nd Round,Pegula J.,Pera B.,1.13,6.0,0.843,1.1862396204033214,6.369426751592357,Pegula J.,0.843,1.1862396204033214,1.13,-4.195575221238945,True,True
2025-03-21,Miami Open,Hard,2nd Round,Svitolina E.,Bencic B.,2.38,1.57,0.5329999999999999,1.8761726078799252,2.141327623126338,Svitolina E.,0.5329999999999999,1.8761726078799252,2.38,11.283193277310916,True,True
2025-03-21,Miami Open,Hard,2nd Round,Anisimova A.,Sherif M.,1.1,7.0,0.8590000000000001,1.1641443538998835,7.092198581560284,Anisimova A.,0.8590000000000001,1.1641443538998835,1.1,-5.009090909090896,True,True
2025-03-21,Miami Open,Hard,2nd Round,Andreeva M.,Kudermetova V.,1.13,5.0,0.7040000000000001,1.4204545454545454,3.378378378378378,Andreeva M.,0.7040000000000001,1.4204545454545454,1.13,-18.095575221238935,True,True
2025-03-21,Miami Open,Hard,2nd Round,Keys M.,Avanesyan E.,1.25,4.0,0.675,1.4814814814814814,3.0769230769230766,Keys M.,0.675,1.4814814814814814,1.25,-12.5,True,True
2025-03-22,Miami Open,Hard,3rd Round,Osaka N.,Baptiste H.,1.3,3.5,0.7290000000000001,1.371742112482853,3.6900369003690034,Osaka N.,0.7290000000000001,1.371742112482853,1.3,-4.023076923076907,True,True
2025-03-22,Miami Open,Hard,3rd Round,Gauff C.,Sakkari M.,1.22,4.33,0.625,1.6,2.6666666666666665,Gauff C.,0.625,1.6,1.22,-19.467213114754102,True,True
2025-03-22,Miami Open,Hard,3rd Round,Linette M.,Fruhvirtova L.,1.53,2.5,0.54,1.8518518518518516,2.1739130434782608,Linette M.,0.54,1.8518518518518516,1.53,-11.359477124183003,True,True
2025-03-22,Miami Open,Hard,3rd Round,Collins D.,Masarova R.,1.25,4.0,0.48,2.0833333333333335,1.923076923076923,Masarova R.,0.52,1.923076923076923,4.0,27.0,False,False
2025-03-23,Miami Open,Hard,3rd Round,Zheng Q.,Townsend T.,1.2,4.5,0.59,1.6949152542372883,2.4390243902439024,Zheng Q.,0.59,1.6949152542372883,1.2,-24.33333333333334,True,True
2025-03-23,Miami Open,Hard,3rd Round,Badosa P.,Tauson C.,1.73,2.1,0.439,2.277904328018223,1.7825311942959,Tauson C.,0.561,1.7825311942959,2.1,8.480952380952388,False,False
2025-03-23,Miami Open,Hard,3rd Round,Svitolina E.,Muchova K.,1.91,1.91,0.512,1.953125,2.0491803278688523,Svitolina E.,0.512,1.953125,1.91,-1.1560209424083756,True,True
2025-03-23,Miami Open,Hard,3rd Round,Swiatek I.,Mertens E.,1.1,7.0,0.6940000000000001,1.440922190201729,3.2679738562091503,Swiatek I.,0.6940000000000001,1.440922190201729,1.1,-21.5090909090909,True,True
2025-03-23,Miami Open,Hard,3rd Round,Kostyuk M.,Blinkova A.,1.36,3.2,0.7240000000000001,1.3812154696132595,3.623188405797101,Kostyuk M.,0.7240000000000001,1.3812154696132595,1.36,-1.1294117647058677,True,True
